gene_id,SRR22458540,SRR22458547,SRR7780828,SRR7780898,SRR7819748,SRR7819792,SRR7819798,SRR7819835,SRR7819862,SRR7819901,SRR7819906,SRR7819938
CYP11A1,9,0,1384,728,0,0,0,0,0,0,0,0
CCDC33,0,0,1873,919,14,14,9,25,24,17,10,22
SEMA7A,50,225,1817,928,144,1574,5346,1199,1595,1468,740,1281
UBL7,165,1364,832,444,3621,4984,4248,4154,9511,11142,6010,2897
ARID3B,38,112,1733,878,575,989,586,418,1269,2260,670,268
CLK3,91,134,1253,586,1868,1346,1371,2141,2670,4824,2690,1669
EDC3,218,288,2592,1498,2655,1440,2226,1231,2206,4115,1841,2453
CYP1A1,87,0,1394,848,28,265,695,1877,50,721,30,612
CYP1A2,12,0,1789,1116,46,4,6,36,0,0,3,667
CSK,185,173,1553,841,2894,2618,3343,3637,3519,6802,2674,2707
LMAN1L,0,0,1629,699,18,66,34,33,30,99,43,57
CPLX3,0,4,333,167,25,70,19,10,17,179,20,51
ULK3,139,143,1395,645,2057,1356,1232,926,1771,2766,2026,1714
SCAMP2,344,524,1328,663,5416,3960,5053,5976,7348,11700,5674,5406
MPI,92,177,1350,727,1071,1026,1753,2135,2569,1468,1716,2024
FAM219B,66,55,178,107,708,493,350,1052,405,172,640,441
COX5A,116,139,526,237,2999,2542,4323,10062,6956,3121,2982,4950
RPP25,7,2,44,32,164,103,182,74,157,356,254,88
SCAMP5,18,9,678,433,21,163,95,546,353,446,285,56
PPCDC,45,251,747,400,962,847,2960,432,2404,3093,1219,365
C30H15orf39,49,107,3672,1718,1387,1051,1965,403,1793,4465,1925,362
COMMD4,79,112,822,392,2132,950,1827,2416,2454,6165,2162,1638
NEIL1,31,91,1868,846,1847,443,313,136,3139,7279,1790,360
MAN2C1,165,215,3088,1422,3263,1391,2084,1900,2758,3237,1741,1082
MIR631,1,2,74,29,60,7,8,3,17,72,52,13
MIR631,1,1,1,1,1,1,1,1,1,1,1,1
SNUPN,86,65,1081,719,655,596,1000,1450,1744,2126,1856,1590
SIN3A,354,380,4632,2842,3947,3139,3072,1945,2526,3824,2935,1849
PTPN9,275,283,1489,967,1634,2551,3458,2342,4420,7504,3356,2762
IMP3,31,50,1005,399,1803,970,2003,1644,2575,6045,1538,2151
SNX33,500,369,3028,1545,1986,3215,3403,9666,3891,5735,6488,4802
CSPG4,297,89,10412,4808,385,697,560,719,708,2061,336,1463
HMG20A,331,282,987,563,2701,2847,2630,3298,4002,4048,4711,2845
PEAK1,1060,363,6788,4282,1365,2611,1854,5951,2281,1773,2810,1826
TSPAN3,529,523,895,533,8183,5996,9730,3763,10774,4484,8031,6869
PSTPIP1,16,7,1597,721,227,426,639,1439,900,1804,657,559
RCN2,142,288,1208,782,1082,1679,2528,1312,7069,561,3115,2132
ISL2,0,3,419,271,75,19,75,0,147,203,52,40
SCAPER,367,374,5237,3566,1843,1415,1347,901,1719,1527,1666,1496
ETFA,287,537,1830,1114,4411,4584,4656,12171,10140,2893,5445,6737
FBXO22,181,397,1731,2003,1747,2003,2547,2274,4641,2832,3083,2821
UBE2Q2,163,166,1569,919,392,1185,1189,1249,2231,1366,2083,1198
ZNF654,180,269,7882,4512,807,1152,926,411,1746,1068,1129,774
CGGBP1,461,693,928,625,1601,3276,3055,1576,4655,3346,2601,1870
HTR1F,79,22,2965,1956,42,71,43,10,91,63,128,99
POU1F1,12,12,992,651,7,27,115,0,10,50,15,9
CHMP2B,212,594,1262,735,1382,2979,2305,1077,7399,4226,2466,2818
VGLL3,794,330,1595,972,155,1905,831,4909,2078,3275,2154,896
CADM2,40,0,2267,1428,42,52,88,376,95,183,659,23
GBE1,805,335,3644,2112,1299,2096,2217,10449,3428,1044,3137,2201
ROBO1,556,373,6792,4560,426,1069,1808,1603,1792,597,2156,2594
RBM11,6,5,1015,622,115,81,79,10,121,71,133,39
HSPA13,289,330,2502,1594,495,2413,2186,823,5647,945,2810,2102
ROBO2,131,62,6573,4063,27,414,84,0,347,551,338,516
SAMSN1,9,14,2399,1378,45,687,401,120,686,131,653,180
NRIP1,851,781,6911,3931,2255,2783,2904,4500,2922,3120,1392,891
USP25,550,466,5644,3423,2034,2581,2058,1723,3271,2201,4986,1639
MIR99A-1,0,2,56,37,0,2,0,0,0,0,0,0
MIR99A-1,0,1,1,1,0,1,0,0,0,0,0,0
MIR125B-2,0,0,44,25,0,0,0,0,0,0,0,0
MIR125B-2,0,0,1,1,0,0,0,0,0,0,0,0
MIRLET7C,4,3,81,41,0,0,0,0,0,1,0,0
MIRLET7C,1,1,1,1,0,0,0,0,0,0,0,0
CXADR,501,1124,1299,825,4537,7452,11294,1168,12119,2546,3880,3835
BTG3,178,64,1195,738,951,625,1436,10919,1907,2008,2140,1572
C31H21orf91,658,192,2330,1288,540,1310,895,826,1659,1405,1215,1097
CHODL,8,0,1297,805,0,0,21,0,32,0,0,0
NCAM2,148,35,3275,2312,0,14,23,31,56,35,30,25
MIR155,1,1,1,1,1,1,1,1,1,0,1,1
MIR155,1,1,35,20,2,6,3,1,10,0,5,5
MRPL39,143,251,1240,741,1486,1656,1999,2141,5203,2852,2452,3157
JAM2,0,0,51,38,7,70,25,39,49,0,75,56
GABPA,282,515,2226,1612,1783,3095,2595,1363,4689,936,3163,1800
ADAMTS1,792,480,3231,1961,1491,5099,4770,2706,10860,11382,7883,4813
APP,2783,3936,2360,1653,27759,40450,36848,45525,88463,26118,60512,23675
CYYR1,360,187,796,459,19,2044,873,3132,576,269,2878,341
ADAMTS5,1443,788,2740,1660,160,11371,5513,5042,11884,12750,9465,1456
N6AMT1,83,115,1347,733,637,774,461,316,772,490,577,326
LTN1,543,826,8411,5308,1911,3204,1953,741,3157,1330,2260,1760
MAP3K7CL,10,0,823,452,5,240,104,0,344,41,60,68
RWDD2B,45,49,1965,1337,714,340,513,406,1089,1040,659,520
USP16,337,623,4425,2794,2547,2549,2222,2624,5345,1497,3081,3791
CCT8,612,1102,3161,2158,8165,6146,8360,8198,17883,7436,7526,12865
BACH1,390,401,4119,2743,656,2037,1686,1269,2229,2183,2247,2126
GRIK1,0,0,3955,2352,0,0,24,0,21,154,0,0
CLDN17,3,76,1146,645,23,118,26,0,587,27,21,261
CLDN8,85,2273,1228,755,4981,7687,1891,4,15284,1192,2481,1017
KRTAP24-1,131,21,1390,827,6,0,0,0,4,4,4,985
KRTAP25-1,25,4,1361,886,0,0,0,0,0,0,0,972
KRTAP26-1,71,6,532,359,30,0,0,0,6,0,0,2755
KRTAP27-1,22,0,894,613,0,0,0,0,0,0,0,87
KRTAP13-2,3,0,5,16,0,0,0,0,0,0,0,25
KRTAP8-1,814,54,189,95,69,0,0,0,24,35,13,20426
KRTAP7-1,1013,79,340,222,81,20,3,2,41,15,15,22956
KRTAP11-1,707,171,591,295,842,1573,139,0,639,97,174,38338
TIAM1,632,315,5707,3384,424,977,601,256,791,815,307,2977
HUNK,15,9,1818,1189,100,15,98,177,68,46,76,439
SCAF4,177,184,4477,2731,1862,1529,1183,1253,1651,2108,1854,1325
SOD1,436,456,588,405,3930,4208,5748,18079,13032,11848,9919,6439
MIS18A,0,17,1196,676,51,26,124,18,360,42,95,60
MRAP,5,4,337,202,0,6,0,125,14,0,14,5
URB1,254,331,7146,3758,1755,1396,1689,1338,1253,1768,1409,1202
EVA1C,23,24,1444,857,2456,912,2919,202,2057,3214,1240,1327
CFAP298,144,237,1344,725,6265,2778,3733,2036,8532,10822,3863,2870
SYNJ1,332,349,5938,3737,1292,2996,1753,1383,2102,1340,2352,945
PAXBP1,249,487,4225,2478,1764,2163,1693,425,3362,2546,2059,1387
IFNAR2,113,135,20,17,402,1431,2206,1050,2169,2376,1614,947
IL10RB,126,56,6,0,597,1078,2161,2769,1823,1517,1119,2212
IFNAR1,344,454,15,25,1506,5619,7268,1978,7593,7987,4960,2777
IFNGR2,270,355,7,7,4392,6946,9520,8982,8779,18182,11868,8449
TMEM50B,194,220,26,20,2114,2419,4100,1682,5349,5776,2703,3587
DNAJC28,42,51,3,10,212,329,371,492,735,241,535,225
GART,487,978,0,20,3732,3394,3296,3379,6091,2227,3982,4099
CRYZL1,121,195,0,7,1963,1242,1126,750,3023,1796,2018,1249
SON,3024,2464,17,25,19231,21284,11674,11426,14691,7991,21349,10918
DONSON,223,312,227,76,1198,1521,1358,1098,2936,1177,1430,1401
ITSN1,760,896,110,127,3228,4656,2231,11140,3322,3437,3741,1530
ATP5PO,421,954,116,57,9441,6286,8314,16160,19953,16910,12483,13829
SLC5A3,273,205,29,17,265,389,242,251,195,229,777,184
SMIM11A,24,33,127,79,771,419,677,850,1695,2376,1454,1155
FAM243A,0,0,2074,1115,0,0,0,0,0,0,0,0
SMIM34A,0,4,6,12,0,27,2,0,43,25,74,75
CLIC6,5,594,1344,859,18233,1637,5332,0,6873,5407,1722,326
RCAN1,329,150,806,485,872,2996,2249,2127,9181,7071,2201,13615
RUNX1,11,32,2339,1227,642,378,430,69,188,1273,134,159
SETD4,62,98,2122,1277,670,505,400,224,679,792,754,605
CBR3,54,21,752,483,870,525,519,1007,1307,2302,1407,1855
DOP1B,636,109,8478,4985,838,1164,1356,11889,1430,1000,3079,2469
MORC3,289,327,4997,3271,1628,2295,1488,1344,2721,1669,3270,1328
CHAF1B,48,43,1993,1294,623,402,530,243,883,650,680,615
CLDN14,0,0,1598,814,14,7,4,0,16,38,17,68
RIPPLY3,4,18,560,325,38,46,66,0,486,210,125,41
HLCS,151,124,2645,1631,696,553,738,779,638,643,662,743
TTC3,2303,2318,9195,6049,7145,9008,8738,8073,11905,14369,9332,6220
VPS26C,87,155,1023,656,1508,1086,1453,1282,2177,2541,1995,1616
DYRK1A,389,624,3572,2221,2197,2101,2469,1169,2767,3605,2337,1616
KCNJ6,10,7,2408,1533,4,11,7,0,0,0,10,65
KCNJ15,195,136,1816,1004,261,2460,551,108,175,417,488,1146
ERG,129,83,994,673,58,1598,1200,847,1557,747,3476,785
ETS2,454,307,1540,958,2601,7158,4664,2886,4581,8191,6213,5309
PSMG1,131,165,1465,955,2425,1396,2345,3314,4383,3890,2597,2967
BRWD1,652,817,12817,7476,1727,1919,1055,754,1298,574,1690,968
HMGN1,589,1283,338,160,10006,9693,14868,5927,33747,15166,10804,9287
GET1,68,110,488,261,513,577,719,578,1187,495,751,745
LCA5L,10,0,17,19,31,19,16,20,32,15,15,33
B3GALT5,4,0,1523,1007,0,0,8,0,0,7,0,0
IGSF5,5,116,1120,704,1146,940,919,0,2090,1131,1175,470
PCP4,0,19,199,163,6649,778,5822,0,3846,2131,2160,157
BACE2,125,85,1094,771,4359,1794,4950,2473,3435,5264,2723,1801
MX2,31,149,1723,1326,2001,1837,1737,380,1898,297,623,95
MX1,53,77,1827,1140,667,2967,4297,1110,4264,1335,1598,504
TMPRSS2,0,79,1331,799,1830,901,2196,0,1491,2292,387,79
RIPK4,93,76,3000,1335,9008,930,1295,97,1338,1061,1155,2273
PRDM15,59,43,3804,2006,429,208,226,193,189,586,400,212
C2CD2,533,335,2269,1058,3146,1657,1583,2673,2115,3387,2055,7062
ZBTB21,209,104,422,295,484,560,594,404,710,735,356,545
UMODL1,0,0,4943,2691,0,21,0,0,11,40,50,27
ABCG1,40,47,2449,1414,1161,1301,1574,637,1484,2311,3069,1261
TMPRSS3,0,0,1680,906,1176,137,576,0,282,503,182,51
UBASH3A,4,0,1470,817,33,121,17,0,55,229,49,39
SLC37A1,43,208,1930,1102,3405,1655,1063,819,1910,1105,1697,451
PDE9A,40,35,1565,824,865,563,747,513,1290,2341,1364,225
WDR4,98,159,1052,630,1411,1045,1477,757,1519,1543,1057,1422
NDUFV3,165,146,1809,1167,1271,1119,1917,4402,3099,4636,2795,2919
PKNOX1,85,70,1715,949,770,761,701,740,1104,1271,946,762
CBS,132,1559,1619,801,3783,7892,3823,1136,12203,2693,1497,4557
U2AF1,79,131,921,641,5069,2433,4216,3207,5522,7542,3542,3975
SIK1,176,173,2750,1256,2833,3536,2588,844,4069,8962,2386,2464
HSF2BP,85,122,996,543,725,1065,1031,3151,1518,1077,1231,609
RRP1B,159,423,2326,1233,2527,2384,2642,2112,3191,5774,2776,2023
PDXK,380,300,1208,675,6561,8111,8809,11060,7907,12168,6307,4728
CSTB,199,220,231,121,7093,5380,11371,13554,20427,33293,11669,13069
RRP1,146,154,1596,801,3785,2047,3178,2319,3607,10057,3829,2742
AGPAT3,591,110,1288,687,1034,867,581,2953,1281,790,1217,5397
TRAPPC10,323,764,4588,2647,4545,3747,2587,1876,3478,3760,2969,2159
PWP2,145,200,2890,1370,3019,1425,1862,1050,2300,2603,1776,1831
GATD3A,402,584,35,29,11730,5416,5509,10414,13182,23044,7986,8001
ICOSLG,45,107,1424,774,1546,850,1095,324,2297,5929,902,1051
PFKL,245,366,3623,1662,8984,2837,6362,7935,6719,7573,5013,2911
CFAP410,35,30,863,400,1123,399,963,861,1264,4611,809,431
TRPM2,17,15,4784,2386,38,624,868,1296,232,905,445,125
LRRC3,9,0,2672,1323,20,480,295,195,178,274,953,31
TSPEAR,6,0,2057,1065,21,0,0,0,0,0,0,100
UBE2G2,109,126,777,357,1224,1306,1581,2061,1855,1133,1933,1489
SUMO3,115,216,143,97,2611,1693,2630,2596,3878,4107,3898,1812
ITGB2,53,138,2892,1330,398,2168,1520,5783,3700,1084,2089,1049
FAM207A,82,100,629,343,1426,980,1639,1465,2011,2575,1505,1501
ADARB1,148,72,2870,1615,184,514,422,437,660,1066,977,1652
POFUT2,136,126,1219,580,1560,915,1405,881,2186,4149,1811,1276
SLC19A1,64,33,2297,1142,745,749,934,3011,1096,1838,684,771
COL18A1,464,292,5801,2443,1583,5270,7546,8544,18413,21089,15079,8047
PCBP3,0,72,1204,687,578,481,849,142,1114,1158,308,80
COL6A1,7189,2479,5651,2967,993,21870,10133,69598,55206,27062,32076,21529
LSS,188,79,2713,1299,1461,577,748,372,1476,732,435,4156
COL6A2,5180,1516,3585,1747,641,12932,6892,55306,26463,36295,16931,14601
YBEY,15,21,841,402,840,696,692,635,940,516,719,551
MCM3AP,516,534,7314,3939,4521,3443,3267,3627,3588,5824,3106,2768
C31H21orf58,17,20,460,249,148,121,157,104,299,393,150,148
PCNT,411,285,10104,5402,2671,1768,1631,2179,1401,1918,2098,1224
S100B,49,123,414,259,150,3192,527,7974,2652,340,377,47
DIP2A,552,651,5484,2788,5219,4158,2760,2228,3707,3975,3712,2087
PRMT2,73,120,813,516,1154,822,1028,2202,1699,663,1548,991
PDE5A,227,159,3598,2222,38,649,150,1128,435,43,629,185
C32H4orf3,378,622,672,329,3299,4652,6337,2647,12748,12570,6220,6002
USP53,366,442,6181,4145,1938,3795,1316,1488,2084,857,4960,567
SYNPO2,121,159,4695,2880,61,1262,667,3112,1607,710,1249,228
SEC24D,378,527,4308,2771,1290,3652,2101,2276,4076,810,2427,2222
METTL14,144,239,2037,1292,1001,1379,1095,791,3184,710,1492,1474
PRSS12,259,362,3321,2055,1537,1587,860,1506,2944,1915,890,1335
NDST3,17,25,3877,2712,12,64,55,0,125,23,14,25
TRAM1L1,83,34,1374,832,366,242,255,608,367,168,342,1131
NDST4,21,0,4666,2769,5,0,9,0,0,0,21,4
UGT8,6,84,2696,1615,1337,442,711,0,651,453,361,160
ARSJ,28,43,2425,1569,131,346,369,158,444,53,205,405
CAMK2D,491,926,2391,1598,2984,5019,4943,4888,6468,1762,3770,3050
ANK2,790,420,17949,12060,462,2183,1259,4390,3402,3300,3388,2109
LARP7,209,318,1647,1309,1850,1951,2052,2105,5009,941,3576,3283
MIR302C,0,3,108,69,0,1,0,0,0,0,0,0
MIR302C,0,1,1,1,0,0,0,0,0,0,0,0
MIR302A,0,0,91,67,0,1,1,0,0,0,0,0
MIR302A,0,0,1,1,0,0,1,0,0,0,0,0
MIR302D,0,1,105,60,0,0,0,0,0,0,0,0
MIR302D,0,1,1,1,0,0,0,0,0,0,0,0
MIR367,0,1,124,80,0,0,0,0,1,0,0,0
MIR367,0,1,1,1,0,0,0,0,1,0,0,0
MIR302B,1,0,54,47,0,0,0,0,0,0,0,0
MIR302B,1,0,1,1,0,0,0,0,0,0,0,0
ZGRF1,90,97,13150,7978,176,250,280,54,359,156,234,114
ALPK1,124,499,5198,3405,2375,2080,1511,1142,2855,1482,1856,431
TIFA,58,90,817,568,571,776,1071,712,2366,1328,1249,473
AP1AR,119,159,1539,892,387,1036,855,275,1390,294,679,743
FAM241A,255,391,598,274,137,1148,560,1314,1387,233,540,622
PITX2,14,0,1236,662,0,7,14,27,47,28,53,19
ENPEP,138,175,4872,2922,527,2833,809,969,6989,3807,3734,163
ELOVL6,465,257,1172,759,663,1075,1070,977,3279,2244,824,2946
EGF,35,15,5564,3226,23,1199,381,41,359,106,784,1136
RRH,20,12,1868,988,108,111,83,27,114,91,52,38
LRIT3,13,28,3032,2026,88,118,50,0,21,0,46,17
GAR1,30,50,904,504,705,668,877,344,2649,1570,736,1192
CFI,180,203,4111,2356,1125,8911,9761,6691,21885,6280,22273,5175
PLA2G12A,145,180,611,459,999,2020,2453,3012,2980,3308,2760,1435
CASP6,140,217,1521,976,1579,1663,2301,1478,5615,1608,2293,2639
MCUB,121,40,1338,818,432,847,822,392,1555,2024,2153,1748
SEC24B,468,393,5982,3667,2576,3093,2547,2541,3712,2296,3254,2349
ETNPPL,30,3,1973,1187,58,6,0,1366,17,9,97,29
COL25A1,1,12,2952,1881,5,39,3,0,2,2,3,4
OSTC,69,181,510,288,1131,1671,1841,1203,5384,1176,2361,2534
RPL34,967,2861,0,0,39901,26276,31349,39905,97262,69095,83864,56603
LEF1,51,13,1454,852,680,415,331,18,262,243,260,1441
HADH,649,351,1253,794,2951,2887,3485,17706,5742,2751,5502,6164
CYP2U1,160,75,2110,1258,518,774,705,1202,847,653,1228,1144
SGMS2,318,275,1524,1072,1251,1955,3413,816,4681,1567,1962,1281
PAPSS1,379,814,3080,1773,7833,4415,5677,3479,12751,2795,5985,5143
DKK2,183,114,1150,708,12,1386,644,128,1174,1941,2543,481
GIMD1,6,8,652,395,4,5,15,0,16,0,10,8
AIMP1,153,266,1710,1102,2159,1769,1986,1451,6203,1743,3220,3599
TBCK,188,183,3404,2296,712,854,599,785,1088,394,884,556
NPNT,101,169,2225,1348,147,634,444,105,4635,1271,1883,236
GSTCD,50,79,3236,2121,332,537,263,151,585,197,359,202
INTS12,20,75,2671,1610,765,713,731,725,1212,1628,1299,804
ARHGEF38,6,72,2703,1720,231,568,905,0,1487,1476,1018,88
PPA2,94,163,844,508,1255,926,1772,1305,3642,3375,1216,2309
TET2,608,1056,9626,7199,2119,4155,1743,838,2568,1380,2367,1379
CXXC4,21,0,507,348,134,86,42,0,19,61,36,93
BDH2,34,22,1153,726,448,277,128,738,686,224,514,302
CENPE,163,361,17576,9614,224,355,516,159,1499,234,350,460
SLC9B2,87,13,1965,1196,27,116,54,297,280,137,85,57
SLC9B1,8,19,2114,1382,322,32,117,0,97,176,109,86
CISD2,101,148,601,327,1013,1058,1470,795,4251,873,1875,1565
UBE2D3,742,1167,52,49,4921,8325,9653,6032,16031,8919,8449,10103
MANBA,191,163,3083,2081,1076,1494,1198,1680,2311,1171,2325,909
NFKB1,370,342,3073,1861,2954,3105,3132,1969,3761,3919,4171,3142
SLC39A8,158,850,1598,959,528,2883,2726,800,3546,1392,1418,1813
BANK1,49,19,1344,985,161,230,299,1366,450,217,643,117
PPP3CA,215,188,1822,1052,786,949,736,553,587,60,1205,440
EMCN,128,131,1468,832,47,2865,2774,1056,5157,4242,9771,1497
DDIT4L,85,100,803,522,373,261,333,372,829,1054,567,164
H2AZ1,147,437,465,365,2279,2648,6000,3516,15044,1733,5846,5413
DNAJB14,194,271,2257,1235,426,1420,803,326,1808,599,758,432
LAMTOR3,99,171,536,420,1372,1405,1718,1528,4186,2927,2867,2532
DAPP1,31,193,1187,789,1086,1524,1588,230,2626,1270,1489,1320
MTTP,0,0,3443,2285,14,0,5,0,0,0,8,0
TRMT10A,123,121,1735,1047,853,859,588,689,1741,1076,1082,682
C32H4orf17,0,0,1635,1133,0,0,0,0,0,0,0,0
ADH4,97,81,2002,1147,1728,2175,1503,4503,5844,2481,2959,2144
ADH5,168,245,512,424,2702,2450,2612,5221,5387,2526,4706,2782
METAP1,178,301,1849,1147,2142,1580,1834,1326,3070,2160,2083,1774
EIF4E,206,344,461,308,1424,2289,2839,1238,5661,1353,2645,4320
TSPAN5,129,65,903,666,261,801,1511,229,1593,3334,2032,945
RAP1GDS1,268,205,2345,1409,1569,1616,1978,2524,2509,1953,1725,1593
STPG2,4,7,2149,1344,0,18,9,89,73,18,24,10
UNC5C,12,72,3008,1935,8,104,57,6,126,292,62,47
BMPR1B,30,0,1942,1336,110,45,28,278,19,0,29,20
PDLIM5,474,306,2909,1836,2658,2484,3323,1593,4354,704,2105,2915
HPGDS,20,0,999,573,13,44,7,0,26,0,111,62
SMARCAD1,276,307,4373,2924,1170,1609,1389,396,2219,1709,1847,1140
GRID2,64,13,4690,3019,0,9,28,544,21,42,47,4
CCSER1,61,55,3654,2379,194,199,150,109,245,280,366,57
MMRN1,692,331,6465,4362,98,23928,7426,237,19526,4115,70945,2649
SNCA,14,0,940,527,25,83,109,25,291,298,1039,74
GPRIN3,116,41,3305,2047,12,144,82,133,90,117,26,94
TIGD2,44,83,3505,2060,313,333,345,279,729,391,274,303
FAM13A,602,380,3119,2047,1363,1804,1120,8999,1942,1569,4353,609
HERC3,498,517,4527,2608,3675,3994,3312,2082,3877,2537,4164,1839
NAP1L5,27,29,790,488,44,109,146,142,240,218,177,106
PYURF,146,243,333,159,1451,1441,3238,2348,3882,2603,1689,1398
PIGY,31,34,305,133,1367,1396,334,3,3720,46,1633,1318
HERC5,18,16,3282,2194,85,351,425,114,751,443,251,129
HERC6,83,136,4065,2677,681,2523,3607,950,2564,2614,1215,495
PPM1K,146,162,1739,964,92,626,363,186,788,265,702,317
ABCG2,60,428,2075,1390,27,2489,387,627,1582,788,1421,312
SPP1,21,262,1319,935,802,12937,56906,17557,44688,2247,10561,7974
PKD2,410,367,3172,2107,999,3394,1587,2104,3000,1686,3140,1455
IBSP,8,0,1424,1145,0,0,8,421,13,0,0,17
DMP1,0,0,1892,1595,0,16,7,17,0,0,17,13
SPARCL1,688,543,4697,2637,126,11268,4424,7734,17421,1582,23564,7294
NUDT9,193,387,1001,695,3192,2850,3251,2485,7880,3088,3225,2825
HSD17B11,44,26,1573,972,148,418,590,657,769,751,836,222
HSD17B13,0,10,1024,640,27,30,41,35,73,26,18,5
KLHL8,119,181,2878,1708,347,578,786,267,925,312,535,355
AFF1,639,722,4330,2883,666,3678,802,1361,892,209,2500,590
C32H4orf36,9,2,642,392,43,44,16,23,44,43,56,14
SLC10A6,143,37,1521,985,320,657,440,380,666,1337,989,1579
PTPN13,2271,722,12278,8030,1629,2147,2048,1893,2577,2974,4094,5400
MAPK10,0,0,1698,1124,0,12,3,0,3,36,11,0
ARHGAP24,89,55,2802,2011,170,384,391,758,438,733,1244,836
WDFY3,1845,1207,12668,8065,2939,5533,2880,3441,3040,4229,4220,2643
CDS1,197,76,4634,2690,1370,648,1336,346,722,1313,819,1946
GPAT3,534,407,1850,1118,202,2306,1968,24334,2062,1104,2556,1391
ABRAXAS1,66,75,2149,1280,380,454,259,658,480,359,543,355
MRPS18C,65,109,0,6,963,666,886,1070,3394,3307,1640,1466
HELQ,104,168,5481,3728,332,614,601,489,1561,926,1110,771
HPSE,109,74,2479,1431,423,1290,1383,2146,1009,1694,2970,1685
COQ2,162,281,1189,705,2026,1886,2988,1461,5551,2910,2689,2200
PLAC8A,1,0,407,244,4,33,13,409,36,26,63,34
PLAC8B,5,22,640,412,66,605,258,97,908,901,830,332
COPS4,242,401,1697,1045,3502,2850,2876,3688,7871,2436,4466,3636
LIN54,121,143,4017,2285,588,789,703,274,1115,183,711,557
THAP9,102,160,6471,4065,355,598,364,125,813,430,522,322
SEC31A,943,979,5403,3553,6797,6840,4876,7975,8985,2739,6754,5833
SCD5,31,41,767,458,831,614,680,138,1087,1851,673,1226
TMEM150C,127,128,878,619,565,1868,1804,2072,2905,2985,2137,1799
ENOPH1,201,506,721,411,2343,2537,3108,782,6396,811,1704,3230
HNRNPDL,1115,1758,1449,855,17879,12604,12093,9388,28326,20120,15331,10399
HNRNPD,401,494,2223,1361,10237,7144,8206,5313,18556,17109,10894,7241
RASGEF1B,102,333,1798,1087,2213,3129,2337,1869,3479,3320,3456,1640
BMP3,22,8,2335,1281,11,39,10,20,59,58,28,30
PRKG2,34,24,3538,2172,80,25,11,19,488,739,81,107
FGF5,4,0,964,591,26,0,0,0,0,0,0,159
CFAP299,0,0,1104,692,11,14,8,214,37,27,9,46
PRDM8,38,19,2114,1221,83,170,61,717,433,723,312,134
ANTXR2,1458,722,1831,1350,968,8053,3929,13942,10489,10248,11409,4090
PAQR3,96,64,916,700,120,220,264,113,526,160,217,176
BMP2K,954,791,4558,2958,2544,4257,3443,3090,4861,2960,3991,3536
ANXA3,126,113,1662,1033,12753,1926,3672,2539,8476,5684,8301,2418
FRAS1,416,221,13681,8237,337,645,794,12,1255,1065,666,826
MRPL1,99,154,1346,876,1036,995,918,783,2680,1428,1140,1112
CNOT6L,671,738,2770,1653,2229,2993,2566,1160,3202,4070,2024,1368
CXCL13,0,0,870,579,0,76,7,0,15,0,3,22
CCNG2,304,509,1476,856,779,1774,2063,970,3515,2335,3343,1241
CCNI,916,1401,908,554,10732,9037,9122,8234,10018,11886,10935,4996
SEPTIN11,813,812,1316,990,1433,1817,2381,1707,3905,5629,1492,1577
SOWAHB,7,46,2527,1331,201,137,38,0,44,42,42,37
SHROOM3,113,250,6724,3883,8165,2039,2622,107,2383,1219,1777,1020
STBD1,56,11,1548,1047,176,240,389,1424,781,913,576,728
CCDC158,143,81,5667,3299,890,393,240,339,476,447,778,84
SCARB2,1084,476,2409,1441,4863,5768,6023,10400,14368,12139,11639,12412
NUP54,189,304,2587,1503,2552,1843,1471,1975,4231,878,3386,1452
NAAA,7,0,4,13,3,0,6,53,0,0,0,0
ART3,21,11,2203,1442,25,44,57,100,155,111,47,53
CXCL10,4,14,578,335,197,66,46,0,282,0,69,64
SDAD1,336,418,1807,1295,2047,2376,1992,2568,3534,3177,2494,2257
PPEF2,0,0,1831,1021,0,0,12,0,0,0,0,0
USO1,723,1046,3781,2580,4802,5789,4549,5363,7391,6073,5631,5571
G3BP2,495,716,2024,1350,2323,2785,3172,1636,4761,1168,3158,2275
CDKL2,185,737,3141,2012,1880,2792,2439,806,5393,1936,2084,2433
THAP6,125,128,1584,1038,929,1261,1348,1432,2302,2867,1767,949
RCHY1,104,250,1203,842,831,1985,1729,805,4953,1937,2196,992
C33H3orf38,197,285,1328,934,616,1260,969,630,2246,436,1029,935
EPHA3,46,30,3629,2229,38,301,188,167,858,603,657,234
PROS1,314,104,2381,1579,89,986,496,1452,1895,773,2957,1398
ARL13B,87,100,1798,1183,599,759,625,678,1109,520,847,854
STX19,154,292,2443,1396,415,684,489,101,1389,796,298,1758
NSUN3,59,51,1452,891,429,282,339,121,561,693,382,298
OR5K4,2,0,1834,885,2,0,0,0,4,0,2,0
OR5K5,1,0,545,365,2,0,0,0,2,0,1,0
EPHA6,46,20,4819,3066,33,52,50,8,70,35,169,22
ARL6,111,79,1342,782,433,668,383,875,1110,356,960,746
CRYBG3,1901,2660,16642,11029,3025,6302,1755,5947,5396,1592,11940,3660
RIOX2,135,131,1028,548,2069,1037,1568,2593,2161,4221,2462,1265
OR5K1,2,0,1402,840,0,0,0,0,0,0,0,0
GPR15,0,5,1499,852,33,32,15,23,20,44,55,33
CLDND1,278,308,1661,941,3215,4161,4037,2902,6987,3927,7170,5521
CPOX,179,237,949,628,841,1099,1606,1737,2380,3263,1077,1692
