NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
IIS_PATHWAY	IIS_PATHWAY	Details ...	15	0.3021856	0.6896695	0.8669396	0.8669396	0.847	1255	tags=13%, list=19%, signal=16%	
